Search Term,01,02,03,04,05,06,07,08,09,10,11,12,方差,均值
wireless headphones for iphone,112343.7742,53106.5357,22553.7667,26228.5667,66079.5806,2598.1333,4879.5357,2032.3871,22473.9333,38818.3,45145.7308,0,0.0793,33021.687
bidet,1198.2581,1256.7857,1229.3667,1272.4667,1291.9355,1158.0667,1001.6786,1164.8065,1061.5667,1144.0667,1296.5385,0,0.0687,1089.628
resin,587.1613,724.6786,897.2333,929.2667,1162.6774,1065.0,1144.2857,1432.2258,1684.9333,2281.4333,2340.9231,0,0.0758,1187.4849
healthy snacks,1167.6129,1093.3571,1107.7,1416.2,1595.5484,1635.8667,1421.2143,1237.9677,1400.3667,1829.3,3226.3846,0,0.0466,1427.6265
coconut oil,928.5484,995.8929,1110.3667,1164.0,1147.0968,1272.3,1229.7143,1159.5806,1169.8667,1296.0,1868.8462,0,0.0463,1111.851
bacon,760.6129,514.75,997.9667,1318.3333,1269.3226,1388.1667,1107.0357,973.0323,1057.3333,3292.0667,1699.9615,0,0.0531,1198.2151
clothing rack,1676.7097,1970.75,1974.0,1798.2667,1541.2903,1838.2333,1422.5714,1275.9355,1576.8,1861.4333,2041.4231,0,0.0668,1581.4511
fire pit,905.8387,1364.6429,351.3333,222.0,282.2581,694.2,1285.8571,1475.4194,894.7,612.6667,726.9231,0,0.0947,734.6533
measuring cups,987.8065,1112.7857,1291.6,1209.0,1236.8387,1348.1,1180.1429,1202.9677,1282.4,1462.2333,1356.6154,0,0.0616,1139.2075
usb hub,415.0968,618.1786,865.5,1124.7333,925.3548,1083.2667,1189.75,1163.9677,900.7,1098.8,1148.5,0,0.0859,877.8207
toilet bowl cleaners,422583.9677,340395.6071,345822.5,391364.2667,230588.8065,1746.4667,1972.8214,2728.4839,1295.5333,2952.0667,3769.4615,0,0.1711,145434.9985
puzzle,1566.3871,1361.9286,1980.9,2668.3667,2441.3226,1573.9333,1366.7857,2841.8065,3276.8333,2945.6667,1321.7692,0,0.0736,1945.475
decorative pillows,1391.8065,1859.4286,1542.0,1664.6333,1872.0323,1801.9667,3045.3214,4574.0645,1773.3,2208.1,2411.8462,0,0.0508,2012.0416
top gear,1186.9355,716.7857,1055.7,1104.4667,1633.3548,1787.7667,1007.6071,946.2581,1666.9667,2313.5,1911.3462,0,0.0659,1277.5573
popsocket,653.0968,1671.1071,1337.8333,617.4667,1040.2903,581.2333,1019.5714,2076.4839,2359.3333,2495.1667,2644.8462,0,0.0985,1374.7024
magnetic eyelash kit,182388.2903,226087.3929,189218.7333,89120.2667,58689.4839,23651.3333,11512.7143,59708.6129,112486.9667,226183.1333,300562.3846,0,0.0992,123300.776
classroom supplies,60428.4516,39722.3214,20540.1333,14639.2667,8405.2581,6420.9667,2121.8929,2306.2258,8614.4,14500.5333,12645.5385,0,0.0779,15862.0824
biotin,1159.1613,1302.7143,1423.7,1046.0333,1087.8387,1291.2333,1213.1429,1111.7742,976.0,1246.4667,2034.6923,0,0.0459,1157.7298
kitchen rugs,460.7419,706.9643,615.1667,749.1,1710.0,2127.6333,1196.1786,1092.0968,1362.6,1376.7667,1465.1538,0,0.0707,1071.8668
nike backpack,7844.7742,14661.6786,9790.1667,13507.5333,12912.5806,6247.0667,2528.25,446.9677,3237.5333,6444.3333,5727.0385,0,0.1059,6945.6602
human hair wigs for black women,3455.4839,5410.0714,11771.6,5898.1667,9429.8387,22304.7333,1293.6786,1494.6774,1150.8667,1184.7333,1260.2308,0,0.0772,5387.8401
vans shoes women,1401.0645,1218.3571,617.9667,792.6333,5634.3226,37496.3667,2640.6786,1015.0645,1321.9667,1394.5333,1081.6538,0,0.0715,4551.2173
chair covers,6166.0,8204.4643,5170.8667,6343.7667,6283.871,6725.9,2006.5,1298.7419,1368.0333,1452.7333,1056.8077,0,0.1126,3839.8071
sheets,3597.3871,3073.1786,2119.3667,2153.3333,2227.1613,1801.4,1384.9286,1883.5806,2459.5667,3078.4667,2364.1923,0,0.0602,2178.5468
xbox controller,1392.4516,2264.2857,2100.6667,1921.5333,3197.6452,1791.1,1056.8571,518.3226,621.8333,810.3,401.2308,0,0.0787,1339.6855
lap desk,920.9032,1132.2857,1336.1,1618.4333,2211.2903,2208.3,1587.8571,1123.0,1430.4333,1915.5667,1689.0385,0,0.0695,1431.1007
dimple,38142.4194,9493.5357,5052.6667,2452.4,1530.7742,1578.6667,1251.0,2098.7097,3351.1333,7012.6333,11029.7692,0,0.0685,6916.1423
adidas,140.4839,749.25,791.0667,801.3333,1044.2581,1076.4333,1232.7857,1303.6774,1603.6333,1978.9,1401.5,0,0.0749,1010.2768
wigs for black women,1438.6129,2196.25,2521.8333,3394.0,3714.0323,12272.7,1241.4643,2231.6129,3680.4,4941.7333,4564.9231,0,0.0587,3516.4635
crayons,3028.2903,2953.25,2467.9667,4606.4667,4307.0,4477.6667,1936.5357,1148.4839,2907.4333,3076.4333,2567.2692,0,0.0785,2789.733
zombie movies,2013.6129,1580.6429,952.0667,1038.9,1084.7742,1478.4,985.3929,1134.7097,1323.1,2144.9,3216.9615,0,0.0556,1412.7884
sun dress,31789.129,19470.75,4437.7333,2887.7,1821.4516,1352.2333,1813.0714,4676.8387,12655.9667,32850.1,45919.4615,0,0.1056,13306.203
manifest,40923.2581,45817.4643,31423.5667,5139.1,7363.7419,3872.5333,983.6429,2355.5806,5964.2,13830.6667,26174.1154,0,0.1175,15320.6558
notebooks,2499.4516,4274.1071,3690.5,4237.4333,1946.2258,3883.9,1886.75,765.3871,2842.3,4458.9,4865.0,0,0.0937,2945.8296
machine screws,4409.6129,2007.75,1524.2,843.0333,1055.9355,1118.3333,2196.1071,8542.0968,20308.0333,16239.7667,62570.2692,0,0.0741,10067.9282
neck pillow,1769.6452,1794.6429,1656.1,1521.2333,2068.9032,2113.9,1151.3571,1309.2581,1448.2667,1629.2333,1798.0769,0,0.0633,1521.7181
gold necklace,12507.8387,10623.3571,8659.0333,7049.8,7340.9677,8786.6,4020.0357,1461.6129,4008.4,4592.5333,3917.0,0,0.0811,6080.5982
bubble wrap,1589.9032,2198.6786,1963.1,1625.3,1830.8387,2198.4667,1412.1071,1593.4194,1800.4667,2052.8333,2498.1923,0,0.058,1730.2755
gel polish,1496.0968,1546.6786,1522.5333,1703.8333,1827.0,1719.7,1282.2143,1507.8065,1510.0333,1657.7333,1676.2692,0,0.0631,1454.1582
bike lock,4975.0968,5003.3214,2166.9667,1631.6667,2536.4839,1827.7333,1177.0357,1036.8387,1282.1667,2605.9667,4519.0,0,0.0975,2396.8564
lunch box kids,112048.0645,116991.4286,91013.4333,76414.9333,71277.9677,37361.7667,2361.1429,258.7097,735.7667,2892.6667,5136.8846,0,0.1501,43041.0637
bralettes for women,1083.2581,1501.1786,1178.7,1511.7,1367.7742,1698.0667,1147.6071,775.1935,974.3333,1411.1667,2267.3077,0,0.0537,1243.0238
log in,7180.7742,3991.9286,2236.0,1889.5,2047.3871,1926.5667,1589.3571,9682.8065,22427.7667,2611.9667,1763.5,0,0.0694,4778.9628
kids lunch box,12335.2581,11369.5714,8380.1333,8392.1333,13479.4839,10146.8333,2027.0,539.4839,2040.3667,5492.1333,8865.1538,0,0.1142,6922.2959
anime stuff,5483.3548,3110.8571,1760.3333,1615.0333,1736.5161,1261.4,1151.0,1565.6129,1695.6333,2094.7333,768.7308,0,0.0567,1853.6004
dish rack,1395.8065,1638.5357,1404.3333,1501.2333,2245.3871,1285.6333,1190.75,1339.0645,1361.5333,1684.5667,2082.8462,0,0.0552,1427.4742
fishing pole,5925.3871,5488.2143,2190.3667,1408.2,1119.6452,830.6667,1361.1786,2143.2258,3139.9667,5223.2667,5726.0,0,0.1206,2879.6765
asics shoes for women,205761.7742,215240.3214,46247.0667,12264.5333,3910.9355,2438.3333,5237.2143,103399.3871,60498.5,54991.2,55541.9231,0,0.1127,63794.2657
college dorm essentials for girls,0.0,0.0,0.0,0.0,0.0,0.0,50801.8333,213252.1613,108888.3333,0.0,76167.1154,0,0.0896,37425.7869
rice cooker,640.9032,734.0,686.8333,732.4333,766.9032,610.6,1174.2857,486.2581,418.3667,426.5667,403.6923,0,0.0529,590.0702
bread box,927.7742,1067.7857,1076.3333,1404.0667,1476.871,1429.5333,1126.1429,1082.0968,1192.4,1396.2333,1523.5769,0,0.0661,1141.9012
led light,2121.0968,2596.3214,2327.4333,2490.1,1812.8065,662.0,1535.4286,3057.9677,3748.1333,4153.0333,3278.4615,0,0.0774,2315.2319
hawaiian dresses for women,188980.129,292586.9643,182219.0,163613.1667,106548.8387,62197.6333,2099.75,3524.0323,8615.5667,14182.2,15915.8077,0,0.104,86706.9241
pencil sharpeners,1447.8387,1693.4286,2145.8,2608.0333,2660.0323,3153.4,1502.1786,646.0968,1134.8667,1555.1667,2118.5385,0,0.0727,1722.115
mens shirts,1929.4839,2261.3571,997.6333,775.5333,935.1613,1892.9667,1534.4643,931.4839,609.1667,1476.4,1129.0769,0,0.0731,1206.0606
cat,1466.8387,1407.3929,1263.5667,1241.4667,1424.9355,1153.6333,2009.1071,1280.7419,1242.0333,1469.9333,1141.1923,0,0.0477,1258.4035
kindle paperwhite,6836.9032,2843.5714,2101.4,1683.0,1431.7419,1114.1333,1373.6429,1143.2258,1165.4,1666.7667,745.6538,0,0.058,1842.1199
beach hats for women,17899.1935,9209.5,2802.1,2262.2667,3658.2903,13564.0333,1318.1429,3049.3871,5947.2667,9880.1,12701.3077,0,0.0927,6857.6324
wireless keyboard and mouse,2988.7097,9079.5357,3986.7,901.2,10133.5806,4890.0333,8201.9643,7754.5806,5842.4,5169.2667,2098.7308,0,0.0948,5087.2251
gallon water bottle with straw,4987.6452,9022.3929,3221.2667,3339.8333,2424.2258,3914.8,1610.0,3375.9355,10845.9333,15358.4333,13849.5385,0,0.0978,5995.8337
bodycon dresses,167462.8387,126502.7857,101718.2333,70901.6333,68542.6774,50204.5333,15612.8571,71271.0,57929.7333,106275.1,167864.5,0,0.0909,83690.491
melissa and doug toys,9936.3548,13827.5714,18527.1333,60612.2667,54374.9355,22235.0333,3584.3571,8586.7097,4636.7667,2006.7667,2805.8846,0,0.1022,16761.1483
evil eye necklace,4829.3871,4470.1786,4001.0,3439.0,2775.129,2279.8667,1519.1071,1937.0645,2053.2,2562.7,2278.6923,0,0.0713,2678.7771
grinder,1000.2903,966.9286,963.8,1026.1,1311.6129,1538.9667,1283.6071,1425.4516,1882.0,1895.5333,1602.3077,0,0.0672,1241.3832
lunch box for men,1597.129,1457.6071,1359.9333,1595.0333,1746.7097,1309.5667,1546.4286,1585.9355,1595.0,1965.3333,2125.7308,0,0.0556,1490.3673
n95,609.8065,673.0,2613.6667,2659.1,3237.871,4305.2333,1786.3929,315.7419,1441.5333,4476.7,6297.6154,0,0.0872,2368.0551
lights for bedroom,910.1613,1607.25,2213.2667,2477.3667,1518.2581,1395.5333,1324.1429,1893.3548,2076.9,3248.8,2171.0385,0,0.0588,1736.3394
hats for men,1203.871,1514.3571,1001.0,929.9667,1642.129,6048.4,3114.25,1227.0,1114.6667,1146.6,810.1538,0,0.061,1646.0329
phone cases for iphone 11,19469.2581,14747.8929,9126.7333,3461.5667,2519.9355,21643.3,1759.6786,2011.4839,2177.2667,2295.5,2235.9615,0,0.1131,6787.3814
computer monitor,2978.6129,1881.3214,1425.1667,2827.1667,2194.6774,1753.3667,2585.9286,660.8387,661.0667,658.2667,697.5,0,0.1017,1526.9927
skin care,1136.6452,1172.0714,1251.0667,1325.2333,1467.0645,1380.3333,1325.0,1674.1935,2251.3333,2016.8333,1062.0769,0,0.0554,1338.4876
baby yoda,101.4516,205.9286,245.6667,557.6333,213.0,353.3667,1505.6429,1924.3548,1282.6667,1482.5,1075.0769,0,0.1101,745.6073
fruit,1327.5161,1006.3929,1215.2667,1193.3333,1297.871,1398.0,1308.8571,1188.129,1057.5667,1459.5333,2489.9231,0,0.0441,1245.1991
closet organizers and storage,157.7419,216.2143,204.2667,324.1667,2929.9355,2688.8,2537.8214,190.7742,215.8,287.2,392.4615,0,0.138,845.4318
lume deodorant,2848.5484,2219.9643,1969.1667,1371.0667,1332.6129,1353.2,1273.6786,1638.7742,2466.3667,3378.5,3943.5769,0,0.0674,1982.9546
cooking utensils,6250.3548,8003.1071,6975.2333,6273.2,5811.7097,5833.9,5885.8571,7666.4516,8736.2333,7375.8667,6956.5,0,0.0579,6314.0345
blood pressure monitors,51086.3548,61571.5714,48870.2333,44008.8333,49819.9677,43979.5,1843.6429,1289.3226,1833.7,2328.4667,2936.2692,0,0.1578,25797.3218
the office,191.8387,820.1071,982.7,1132.4667,1197.5161,1366.6333,1021.5714,1199.4194,903.2667,799.7667,966.1923,0,0.0803,881.7899
3080,1427.871,1029.25,1420.0667,1919.5333,2563.5484,1503.3,1796.6786,3030.6452,2668.8667,2529.8667,3716.8077,0,0.066,1967.2029
lord of the rings,1093.2903,683.7143,944.1,1088.1667,966.0968,1053.4333,1054.3214,818.2581,1162.9667,1476.0667,2418.8846,0,0.0481,1063.2749
unicorns gifts for girls,2059.6452,1863.3929,1584.9667,1823.5667,1911.8065,1836.2667,1498.5714,1665.5806,1492.6,1986.8333,709.5,0,0.0779,1536.0608
guitar,878.9677,900.1786,1017.5333,920.2,1051.9677,1419.3,2146.0,1803.6452,1180.9667,1232.1,1809.5769,0,0.0624,1196.703
lettuce,851.6774,694.8214,970.4667,940.6667,1210.9677,1340.0,1804.1786,2725.8387,975.3333,3163.8,3063.2308,0,0.0924,1478.4151
men's shorts,22627.6452,17791.5357,3916.6667,1842.7667,1113.3871,682.7667,1256.9286,2499.871,6348.3333,14160.6333,21768.3462,0,0.1359,7834.0734
spiral notebook,4212.0968,11858.4643,8660.5667,4627.3333,7945.2258,11394.0,2117.5,727.9032,2928.1,4827.5,6145.8462,0,0.0981,5453.7114
sewing machines,14935.8065,15586.8214,15661.4333,16551.1,16242.0968,1150.7333,1112.1071,1362.0645,1235.8,1437.5667,1267.4231,0,0.193,7211.9127
white sandals women,0.0,0.0,0.0,0.0,0.0,0.0,1565.3333,4237.9677,14359.1667,34200.0,112031.5769,0,0.0773,13866.1704
kindle unlimited books,37416.4194,61885.3929,69414.7333,85115.8,64364.7097,63907.5333,12344.25,20484.8065,11427.1,10403.9,10153.1154,0,0.1126,37243.1467
formal dresses,47436.7097,17426.2143,3172.2333,2418.3333,3192.0323,9702.1333,2496.8571,1355.6774,2511.9333,4591.6667,6004.8077,0,0.0706,8359.0499
happy birthday banner,1926.5806,1956.3214,1666.7667,1772.9,1899.1935,1889.4333,1872.2143,2247.5806,1586.0667,1925.3667,3053.9231,0,0.046,1816.3622
bracelet making kit,9696.7097,9433.7143,10003.8,8196.2333,5936.2581,3862.1,1774.3214,1452.871,1101.0,1472.4667,999.9615,0,0.1396,4494.1197
high waisted shorts,40607.7419,25475.5357,9190.9,9209.6333,4729.5161,4211.6,1611.6786,3631.1613,10330.0,25991.1667,64126.5769,0,0.0834,16592.9592
daniel tiger,1460.3226,859.4643,1011.8333,973.3667,909.3548,1090.3,922.0714,1015.4194,1124.1,1090.6667,960.6923,0,0.0489,951.466
milk frother,471.0323,578.5714,704.9667,775.5,860.4839,1008.5,1263.7857,919.6452,835.7333,881.1,699.6154,0,0.0559,749.9112
pop up tent,7575.5484,6183.6786,5331.7333,2438.2667,3108.7419,2480.8333,1359.0714,1854.9355,3110.1333,5292.1,7373.0,0,0.0958,3842.3369
gender reveal decorations,3067.8387,2197.6429,1710.5333,1610.0333,1793.2258,1624.6333,1790.1429,2605.3226,1750.7333,2280.6333,3296.2692,0,0.06,1977.2507
toys for 1 year old boy,3451.871,2465.0714,1908.9,2502.7333,2293.6129,1964.6,1503.3214,1491.7742,1248.4333,904.9,744.0,0,0.0663,1706.6015
adidas shoes women,179.3548,223.2857,241.1667,6363.5667,14786.5161,19530.4667,3307.1429,671.8387,636.7,637.6,629.8077,0,0.1022,3933.9538
stapler,2890.9355,2946.3571,2742.3667,2607.1333,3023.9677,4022.2667,2277.8929,1443.4839,1712.8333,2230.0,3135.0769,0,0.059,2419.3595
pocket pussy,895.0323,1207.1071,1164.0,999.4,1057.8387,836.8667,1032.3214,1232.129,2023.9,2324.2,1506.9615,0,0.0585,1189.9797
resident evil,4227.0968,3280.9643,6485.6333,2641.5,659.871,930.9667,1177.9643,3053.4839,7598.1667,4382.9333,4651.2308,0,0.0879,3257.4843
protein shake,10448.8065,10179.4643,9575.3,9052.6667,9427.6452,5862.9667,1867.25,1714.4516,1635.1333,1768.8667,2971.3462,0,0.1405,5375.3248
cube storage,1007.9032,1370.0,1294.3333,1358.7667,1530.871,1589.3333,1210.6071,1108.0645,1460.3333,1934.4333,4791.0385,0,0.0501,1554.6403
honey,689.4194,600.3929,932.7333,1114.0,1297.9355,1589.9667,1443.1429,1167.2581,1079.5333,1462.6333,2434.1923,0,0.0554,1150.934
pulse oximeter,195.2581,649.5714,907.4333,1075.2667,1898.6774,2957.6333,1845.4286,573.9677,777.3,2002.6667,2158.1538,0,0.0852,1253.4464
pill box,4052.9355,3482.6429,3636.9333,3691.4667,2763.8387,1021.5333,1486.9286,3371.6452,3764.4333,4116.3667,4770.7308,0,0.0827,3013.2879
balloons,2044.9355,1336.5357,1605.8,1537.0333,1402.4839,1700.7333,1555.5357,1665.2258,1828.4667,2149.5333,2841.4615,0,0.0492,1638.9787
watermelon,6341.1613,4874.1429,4061.7,2568.7667,1647.4194,1155.6,1138.0357,1539.4839,2771.1667,5496.8667,10377.3462,0,0.0724,3497.6408
toiletry bag,8268.1613,8334.4643,4988.5333,4432.5667,3014.1613,2029.2333,1806.6429,2678.6774,4817.9,5992.7333,5220.7308,0,0.0847,4298.6504
olaplex,1251.9032,1185.1429,1192.2667,1255.4667,1665.0968,1798.8333,1406.5357,1452.6129,1475.6,1498.7333,1606.8846,0,0.0592,1315.7563
beach dress,6760.5161,1502.6429,1015.2,1232.3333,1471.1935,1464.0333,1705.4286,4483.871,9977.2667,16230.1333,11094.7692,0,0.0929,4744.7823
nike shoes,2035.1613,1867.2857,1191.7333,1518.3,1628.1613,1889.2667,1048.3571,1036.0323,1438.5667,1648.4333,1086.1923,0,0.0671,1365.6242
shirts for men,2428.8065,2520.0357,1413.4,1382.4667,1291.6774,1665.3667,1582.6071,1382.5484,1171.5,1397.8667,1479.5385,0,0.0574,1476.3178
salt and pepper shakers set,427127.2903,396832.4286,461971.9333,285629.0667,201927.1613,18216.5667,1630.1071,1699.0,1887.8333,2708.4667,3749.4231,0,0.1582,150281.6064
vans shoes men,1389.2258,1643.5714,1115.6667,1112.8333,929.8387,1096.1333,1564.3929,2264.0,1723.7667,1849.5333,1259.4615,0,0.0575,1329.0353
plus size dresses,17765.8065,6489.75,1805.9667,1588.8667,1374.2903,1452.8333,1425.6429,1879.6452,3540.4333,6042.0,8724.8846,0,0.0719,4340.8433
safety glasses,1232.9032,1354.0357,1226.0667,1301.9333,1532.7097,1623.1667,1444.7857,922.1613,1108.6,1650.4,2435.5385,0,0.0487,1319.3584
cupshe swimsuit,388673.1935,185670.8214,78700.7,103515.2,83096.4194,15161.8333,5848.25,2462.9355,9823.3333,22362.6333,24165.8846,0,0.0774,76623.4337
wine rack,933.2581,1029.2857,1000.3,1089.2333,1159.2581,1332.6333,1199.4286,1278.3548,1204.7,1487.5333,1243.2308,0,0.0576,1079.768
aa battery,40325.4516,47620.8571,21233.4,37269.7667,25039.7419,25136.4,1282.25,1184.0323,1089.2,1339.5667,1337.6923,0,0.1312,16904.8632
monitor stand,569.3226,526.75,523.1,600.2,744.6452,710.2333,1240.25,581.0645,743.2667,997.5,1129.1154,0,0.0629,697.1206
corset top,296.0323,331.2857,1187.4333,1211.6333,1091.0968,1446.5667,1165.4286,991.2903,384.0333,178.1,843.0769,0,0.1055,760.4981
scrunchies,877.6452,971.9643,964.3667,1187.8333,1356.2258,1566.9333,1375.6071,1523.871,1738.4333,1953.7667,1490.8846,0,0.0624,1250.6276
mini brands,2218.3871,1785.1071,1655.4,1455.8667,1949.0645,1783.1333,1345.6429,1575.4194,1885.3333,1156.7667,602.6923,0,0.0716,1451.0678
chicken breast,1087.0323,727.8929,1315.8333,1363.8333,1485.3226,1675.5333,1300.5,1347.7419,1208.9333,1947.8667,3207.2308,0,0.0504,1388.9767
collagen,1174.871,1237.8214,1245.1667,1067.4333,1017.3871,1181.8333,1313.7143,1138.3548,1367.4333,1831.2,2500.0385,0,0.0479,1256.2711
lava lamp,1116.8065,1108.8929,1096.4,1460.2333,2336.9032,1901.4,1350.4643,2122.3226,1139.7667,1004.7333,553.7692,0,0.0702,1265.9743
black sandals women,0.0,0.0,0.0,0.0,0.0,0.0,1537.25,2975.6774,6444.7,25998.3333,49428.3462,0,0.087,7198.6922
twin mattresses,125182.0,21861.4643,53719.7667,1156.8667,3066.6774,2205.5,3212.5,36343.5484,145442.5667,173545.0,148540.5,0,0.1417,59523.0325
usb c to usb c cable,8730.7419,6391.8214,6408.0667,5535.6667,4166.871,3520.6333,1861.3929,4016.7097,8413.7333,10276.6,8820.5769,0,0.0832,5678.5678
ps5 controller,1645.8387,2900.8214,1165.5,1944.9333,1581.6129,972.3333,1096.1071,1211.5806,1048.6333,1299.7333,823.1154,0,0.0528,1307.5174
box fan,8766.3548,8562.2857,5837.1333,3713.8667,2627.2258,902.9333,1414.0714,1892.7419,3156.5667,5511.3,7389.1538,0,0.1082,4147.8028
artificial plants,1314.0968,1637.6429,1669.2,1617.5667,1605.9032,1614.8,1189.7143,1261.1613,1778.4667,2649.3667,3236.0385,0,0.0536,1631.1631
throw pillow covers,1227.2258,1678.9643,1351.4333,1431.3333,1644.129,1880.3667,1368.25,896.4839,1097.6667,2389.5667,2410.2692,0,0.0671,1447.9741
adult coloring book,9478.7419,1702.3571,1068.9333,1274.2333,1752.1613,1643.0,1190.6071,996.0968,1125.3,1520.7667,1157.1923,0,0.0602,1909.1158
pool shock,52521.4194,34901.1786,12903.0,6194.2333,756.7742,1329.4333,1159.2857,1522.4516,4811.6,11907.3,28251.2308,0,0.0941,13021.4922
headbands for women,480.0,518.3214,455.3667,524.6,1048.4516,8233.5333,1809.8214,446.0,586.3667,680.0,899.3462,0,0.067,1306.8173
rice,1021.5484,869.25,1340.3667,1491.1333,1498.2903,1643.8333,1321.4643,1042.9355,968.2667,971.2667,1886.6538,0,0.0604,1171.2508
sonic,1172.6452,676.1786,433.9333,622.4333,652.8065,967.6667,1021.5,1169.9032,1297.1667,1586.5,1507.4231,0,0.0785,925.6797
amazon smile sign in,2480.6129,2312.6429,1113.4667,701.9,1082.7097,842.1667,1110.4286,914.1613,498.7667,655.8333,895.8077,0,0.0734,1050.708
makeup mirror,1376.9677,1558.8571,1646.7333,1807.6,1999.3226,3434.9667,1230.4643,1078.7097,1494.9333,1806.7,1174.3846,0,0.048,1550.8033
air pods,1949.7742,1616.5,1703.3667,2027.3,1377.6452,1692.4,1390.8571,1725.7419,2111.5,1945.6,931.5769,0,0.0706,1539.3552
watering can,3360.1935,3429.0714,1551.2,681.8,323.3226,675.6667,1434.8929,2133.7097,2578.2667,3499.7333,4918.6923,0,0.0889,2048.8791
heat press,909.5161,807.3929,707.7667,1120.6,1408.5161,1507.6667,1376.7857,1549.129,1504.3333,1430.4,1496.6538,0,0.0842,1151.5634
watches for women,1453.8387,1557.5357,1379.9333,1174.6,1254.4839,1234.5333,1383.5,1536.1613,1231.3,1353.6,1010.2692,0,0.0644,1214.1463
home decor clearance,531.3226,2218.25,1769.2,2383.2,3942.7097,3429.4,1394.8571,1977.871,3425.4333,4175.7,3962.9231,0,0.1001,2434.2389
dip powder nail kit,4521.5806,1869.9286,2183.2667,2310.9333,2462.4516,2191.7667,1635.5357,1777.0645,1927.1,2145.7333,2675.8077,0,0.0456,2141.7641
kayak accessories,6290.5161,4933.1429,1905.2,1558.5667,1354.3871,896.4667,1330.75,2656.0323,5152.5333,12904.2333,15159.3846,0,0.0943,4511.7678
face masks skincare,1059.9677,1185.4643,1176.5667,1661.2667,1589.7097,1639.6667,1457.8929,11398.2581,14652.6667,8517.7667,4243.5385,0,0.098,4048.5637
puma shoes for men,1302.5806,1371.0714,681.7,891.7667,1044.6774,991.5667,1102.7143,1264.0,1452.5,1587.0,1503.0385,0,0.0698,1099.3846
taylor swift,11783.4516,9729.5,10626.8667,7585.9,11601.7419,11204.5,1224.6786,1223.5484,1212.8,1341.8333,661.8077,0,0.17,5683.0524
picnic basket,2295.2581,1776.5357,1178.5667,635.7,690.6129,917.1333,1192.1429,1762.2258,2208.8667,3105.1,4469.8077,0,0.0686,1685.9958
jumpsuits for women,1036.129,5614.1071,4454.1667,3998.3667,3753.3548,7304.5333,5859.9643,280.4194,282.4667,512.0333,860.7692,0,0.1176,2829.6925
party favors,4460.871,4000.2143,2197.5,2057.1,1821.0,2259.5667,1849.7143,2738.0323,1701.3333,3323.6333,3003.2308,0,0.0635,2451.0163
cowboy hat,3554.5484,2369.2143,2026.9333,2133.2,3232.0,2099.0667,1370.75,955.8387,643.5667,400.3333,1818.5,0,0.0861,1716.9959
beetles gel polish,1607.5806,1694.5,1775.8,2245.5,2387.6774,1536.7333,1769.8214,2608.8065,1275.1333,1101.4667,1421.5,0,0.0621,1618.7099
how to train your dragon,2635.871,1737.3571,2413.4667,1886.7333,1022.5484,1535.2333,999.1429,1271.5161,2338.7333,3175.3333,3990.1923,0,0.0667,1917.1773
room divider,2029.6129,2121.3214,1751.5,2077.6667,1951.8065,1808.4667,1108.6071,622.2581,600.3333,845.1,1045.8077,0,0.1044,1330.2067
